,code,date,avg_price,win_rate,MACD_macd,EMA_gap,KDJ_J,RSI,MOM,MOM_gap,OBV,Long_Short_Rate_OBV,KDJ_J_pre,MOM_pre,MOM_gap_pre,OBV_pre,Long_Short_Rate_OBV_pre,MACD_macd_pre,EMA_gap_pre
272,300070.XSHE,2011-03-23,110.645,-1.0,-1,-1,-2,-2,-1,0,-2,1,-3,-1,0,-2,1,-1,-1
273,300070.XSHE,2011-03-24,109.32,-1.0,-1,-1,-3,-2,-1,0,-2,1,-3,-1,0,-2,1,-1,-1
274,300070.XSHE,2011-03-25,108.495,-1.0,-1,-1,-3,-2,-1,0,-2,1,-3,-2,-1,-2,1,-2,-2
275,300070.XSHE,2011-03-28,106.25,-1.0,-2,-2,-3,-3,-2,-1,-2,1,-3,-3,-1,-2,1,-2,-2
276,300070.XSHE,2011-03-29,102.695,-1.0,-2,-2,-3,-4,-2,-1,-2,1,-3,-3,-1,-2,1,-3,-3
277,300070.XSHE,2011-03-30,99.98,-1.0,-3,-3,-3,-4,-3,-1,-2,1,-3,-3,-1,-2,1,-2,-3
278,300070.XSHE,2011-03-31,100.235,-1.0,-2,-3,-3,-4,-2,-1,-2,1,-2,-3,-1,-2,1,-2,-3
279,300070.XSHE,2011-04-01,98.575,-1.0,-2,-3,-2,-4,-3,-1,-2,1,-2,-2,-1,-2,1,-1,-3
280,300070.XSHE,2011-04-06,99.15,1.0,-1,-3,-2,-4,-2,-1,-2,1,-2,-2,-1,-2,1,-1,-3
281,300070.XSHE,2011-04-07,97.98,-1.0,-1,-3,-2,-4,-2,-1,-2,1,-2,0,0,-2,1,0,-2
282,300070.XSHE,2011-04-08,100.085,-1.0,0,-2,-2,-2,0,0,-2,1,-1,-1,0,-2,1,1,-2
283,300070.XSHE,2011-04-11,100.08,1.0,1,-2,-1,-3,-1,0,-2,1,-1,0,0,-2,1,0,-2
284,300070.XSHE,2011-04-12,98.9,1.0,0,-2,-1,-3,0,0,-2,1,1,0,0,-2,1,1,-1
285,300070.XSHE,2011-04-13,100.5,-1.0,1,-1,1,-1,0,0,-2,1,2,0,1,-2,1,1,-1
286,300070.XSHE,2011-04-14,102.24,-1.0,1,-1,2,-2,0,1,-2,1,3,0,0,-2,1,1,-1
287,300070.XSHE,2011-04-15,101.46,-1.0,1,-1,3,-2,0,0,-2,1,-2,-1,0,-2,1,0,-1
288,300070.XSHE,2011-04-18,99.645,-1.0,0,-1,-2,-3,-1,0,-2,1,-4,-1,0,-2,1,-1,-1
289,300070.XSHE,2011-04-19,96.95,-1.0,-1,-1,-4,-3,-1,0,-2,1,-4,-2,-1,-2,1,-1,-2
290,300070.XSHE,2011-04-20,95.68,-1.0,-1,-2,-4,-3,-2,-1,-2,1,-3,-2,-1,-2,1,-1,-2
291,300070.XSHE,2011-04-21,95.09,-1.0,-1,-2,-3,-3,-2,-1,-2,1,-2,-2,-1,-2,1,-1,-2
292,300070.XSHE,2011-04-22,95.475,-1.0,-1,-2,-2,-3,-2,-1,-2,1,-3,-2,-1,-2,1,-1,-2
293,300070.XSHE,2011-04-25,92.445,-1.0,-1,-2,-3,-4,-2,-1,-2,1,-3,-2,-1,-2,1,-1,-2
294,300070.XSHE,2011-04-26,92.005,-1.0,-1,-2,-3,-4,-2,-1,-2,1,-3,-1,0,-2,1,-1,-2
295,300070.XSHE,2011-04-27,91.875,-1.0,-1,-2,-3,-4,-1,0,-2,1,-3,-2,-1,-2,1,-1,-2
296,300070.XSHE,2011-04-28,89.79,-1.0,-1,-2,-3,-4,-2,-1,-2,1,-1,-2,-1,-2,1,-1,-2
297,300070.XSHE,2011-04-29,89.39,-1.0,-1,-2,-1,-3,-2,-1,-2,1,0,-1,0,-2,1,0,-2
298,300070.XSHE,2011-05-03,90.44,-1.0,0,-2,0,-3,-1,0,-2,1,-1,-1,0,-2,1,0,-2
299,300070.XSHE,2011-05-04,88.26,-1.0,-1,-2,-1,-4,-1,0,-2,1,-2,-2,0,-2,1,-1,-2
300,300070.XSHE,2011-05-05,86.925,1.0,-1,-2,-2,-4,-2,0,-2,1,-2,-1,0,-2,1,0,-2
301,300070.XSHE,2011-05-06,87.995,-1.0,0,-2,-2,-3,-1,0,-2,1,0,0,0,-2,1,0,-2
302,300070.XSHE,2011-05-09,89.54,-1.0,0,-2,0,-2,0,0,-2,1,1,-1,0,-2,1,1,-1
303,300070.XSHE,2011-05-10,89.905,-1.0,1,-1,1,-2,-1,0,-2,1,1,0,1,-2,1,1,-1
304,300070.XSHE,2011-05-11,90.82,-1.0,1,-1,1,-2,0,1,-2,1,-1,0,0,-2,1,0,-1
305,300070.XSHE,2011-05-12,88.515,1.0,0,-1,-1,-3,0,0,-2,1,-3,-1,0,-2,1,0,-1
306,300070.XSHE,2011-05-13,86.755,-1.0,0,-1,-3,-3,-1,0,-2,1,-2,-1,0,-2,1,0,-1
307,300070.XSHE,2011-05-16,89.4,-1.0,0,-1,-2,-1,-1,0,-2,1,0,0,0,-2,1,0,-1
308,300070.XSHE,2011-05-17,90.63,-1.0,0,-1,0,-1,0,0,-2,1,0,-4,-4,-2,1,-4,-4
309,300070.XSHE,2011-05-18,40.805,-1.0,-4,-4,0,-4,-4,-4,-2,1,-3,-4,-4,-2,1,-4,-4
310,300070.XSHE,2011-05-19,40.74,-1.0,-4,-4,-3,-4,-4,-4,-2,1,-4,-4,-4,-2,1,-4,-4
311,300070.XSHE,2011-05-20,39.73,-1.0,-4,-4,-4,-4,-4,-4,-2,1,-4,-4,-4,-2,1,-4,-4
312,300070.XSHE,2011-05-23,38.725,-1.0,-4,-4,-4,-4,-4,-4,-2,1,-3,-4,-4,-2,1,-4,-4
313,300070.XSHE,2011-05-24,38.83,-1.0,-4,-4,-3,-4,-4,-4,-2,1,-3,-1,0,-2,1,-1,-4
314,300070.XSHE,2011-05-25,39.025,-1.0,-1,-4,-3,-4,-1,0,-2,1,-3,-1,0,-2,1,1,-4
315,300070.XSHE,2011-05-26,38.26,-1.0,1,-4,-3,-4,-1,0,-2,1,-3,-1,0,-2,1,2,-4
316,300070.XSHE,2011-05-27,36.93,-1.0,2,-4,-3,-4,-1,0,-2,1,-3,-1,0,-2,1,2,-4
317,300070.XSHE,2011-05-30,35.95,-1.0,2,-4,-3,-4,-1,0,-2,1,-2,-1,0,-2,1,3,-4
318,300070.XSHE,2011-05-31,36.24,-1.0,3,-4,-2,-4,-1,0,-2,1,-2,-1,0,-2,1,3,-4
319,300070.XSHE,2011-06-01,36.34,-1.0,3,-4,-2,-4,-1,0,-2,1,-3,-1,0,-2,1,3,-4
320,300070.XSHE,2011-06-02,35.405,1.0,3,-4,-3,-4,-1,0,-2,1,-2,-1,0,-2,1,3,-4
321,300070.XSHE,2011-06-03,35.705,1.0,3,-4,-2,-4,-1,0,-2,1,-1,0,0,-2,1,3,-3
322,300070.XSHE,2011-06-07,36.945,-1.0,3,-3,-1,-4,0,0,-2,1,2,0,1,-2,1,3,-2
323,300070.XSHE,2011-06-08,38.15,-1.0,3,-2,2,-4,0,1,-2,1,2,0,1,-2,1,3,-2
324,300070.XSHE,2011-06-09,38.15,-1.0,3,-2,2,-4,0,1,-2,1,0,0,1,-2,1,2,-2
325,300070.XSHE,2011-06-10,36.85,1.0,2,-2,0,-4,0,1,-2,1,-2,0,1,-2,1,2,-2
326,300070.XSHE,2011-06-13,36.685,-1.0,1,-2,-2,-4,0,0,-2,1,0,0,1,-2,1,1,-1
327,300070.XSHE,2011-06-14,37.915,-1.0,1,-1,0,-3,0,0,-2,1,2,0,0,-2,1,1,-1
328,300070.XSHE,2011-06-15,38.395,-1.0,1,-1,2,-4,0,0,-2,1,3,0,0,-2,1,1,-1
329,300070.XSHE,2011-06-16,38.84,-1.0,1,-1,3,-3,0,0,-2,1,2,0,1,-2,1,1,-1
330,300070.XSHE,2011-06-17,39.4,-1.0,1,-1,2,-3,0,1,-2,1,1,0,1,-2,1,1,-1
331,300070.XSHE,2011-06-20,38.925,-1.0,1,-1,1,-3,0,1,-2,1,1,0,1,-2,1,0,-1
332,300070.XSHE,2011-06-21,38.88,-1.0,0,-1,1,-3,0,0,-2,1,0,0,0,-2,1,0,0
333,300070.XSHE,2011-06-22,39.19,1.0,0,0,0,-3,0,0,-2,1,1,0,0,-2,1,0,0
334,300070.XSHE,2011-06-23,38.855,1.0,0,0,1,-2,-1,0,-2,1,2,0,0,-2,1,0,0
335,300070.XSHE,2011-06-24,39.88,-1.0,0,0,2,-2,0,0,-2,1,2,0,0,-2,1,0,0
336,300070.XSHE,2011-06-27,40.53,-1.0,0,0,2,-2,0,0,-2,1,2,0,0,-2,1,0,0
337,300070.XSHE,2011-06-28,40.47,-1.0,0,0,2,-2,0,0,-2,1,1,0,0,-2,1,0,0
338,300070.XSHE,2011-06-29,40.1,1.0,0,0,1,-2,0,0,-2,1,0,0,0,-2,1,0,0
339,300070.XSHE,2011-06-30,39.8,1.0,0,0,0,-2,0,0,-2,1,1,0,0,-2,1,0,0
340,300070.XSHE,2011-07-01,40.55,1.0,0,0,1,-1,0,0,-2,1,2,0,0,-2,1,0,0
341,300070.XSHE,2011-07-04,41.39,1.0,0,0,2,-1,0,0,-2,1,2,0,0,-2,1,0,0
342,300070.XSHE,2011-07-05,42.185,1.0,0,0,2,0,0,0,-2,1,2,0,1,-2,1,0,0
343,300070.XSHE,2011-07-06,42.9,1.0,0,0,2,0,0,0,-2,1,2,0,1,-2,1,0,0
344,300070.XSHE,2011-07-07,44.105,-1.0,0,0,2,1,0,1,-2,1,2,0,1,-2,1,0,0
345,300070.XSHE,2011-07-08,44.81,-1.0,0,0,2,1,0,1,-2,1,1,0,1,-2,1,0,0
346,300070.XSHE,2011-07-11,45.01,-1.0,0,0,1,1,0,1,-2,1,0,0,0,-2,1,0,0
347,300070.XSHE,2011-07-12,43.835,-1.0,0,0,0,0,0,0,-2,1,-1,0,0,-2,1,-1,0
348,300070.XSHE,2011-07-13,43.685,1.0,-1,0,-1,0,0,0,-2,1,0,0,0,-2,1,-1,0
349,300070.XSHE,2011-07-14,44.145,-1.0,-1,0,0,1,-1,0,-2,1,1,0,0,-2,1,-1,0
350,300070.XSHE,2011-07-15,45.6,-1.0,-1,0,1,2,0,0,-2,1,0,0,0,-2,1,0,0
351,300070.XSHE,2011-07-18,45.67,1.0,0,0,0,1,0,0,-2,1,-1,0,0,-2,1,-1,0
352,300070.XSHE,2011-07-19,44.98,-1.0,-1,0,-1,1,0,0,-2,1,-2,0,0,-2,1,-1,0
353,300070.XSHE,2011-07-20,46.005,-1.0,-1,0,-2,1,0,0,-2,1,-3,0,0,-2,1,-1,0
354,300070.XSHE,2011-07-21,44.28,-1.0,-1,0,-3,-1,0,0,-2,1,-3,-1,0,-2,1,-1,0
355,300070.XSHE,2011-07-22,44.185,-1.0,-1,0,-3,0,-1,0,-2,1,-4,-1,0,-2,1,-1,-1
356,300070.XSHE,2011-07-25,43.17,1.0,-1,-1,-4,-1,-1,0,-2,1,-3,-1,0,-2,1,-1,-1
357,300070.XSHE,2011-07-26,42.77,-1.0,-1,-1,-3,-1,-1,0,-2,1,-1,-1,0,-2,1,-1,-1
358,300070.XSHE,2011-07-27,43.62,-1.0,-1,-1,-1,0,-1,0,-2,1,-1,-1,0,-2,1,-1,-1
359,300070.XSHE,2011-07-28,44.07,-1.0,-1,-1,-1,0,-1,0,-2,1,0,-1,0,-2,1,-1,-1
360,300070.XSHE,2011-07-29,44.025,-1.0,-1,-1,0,0,-1,0,-2,1,-1,0,0,-2,1,0,0
361,300070.XSHE,2011-08-01,44.365,1.0,0,0,-1,0,0,0,-2,1,1,0,0,-2,1,0,0
362,300070.XSHE,2011-08-02,44.75,1.0,0,0,1,1,0,0,-2,1,3,0,0,-2,1,0,0
363,300070.XSHE,2011-08-03,45.835,-1.0,0,0,3,2,0,0,-2,1,3,0,1,-2,1,0,0
364,300070.XSHE,2011-08-04,46.715,-1.0,0,0,3,1,0,0,-2,1,2,0,0,-2,1,0,0
365,300070.XSHE,2011-08-05,45.655,-1.0,0,0,2,1,0,0,-2,1,0,0,0,-2,1,0,0
366,300070.XSHE,2011-08-08,45.825,1.0,0,0,0,0,0,0,-2,1,0,0,0,-2,1,-1,0
367,300070.XSHE,2011-08-09,45.13,-1.0,-1,0,0,1,0,0,-2,1,1,0,0,-2,1,0,0
368,300070.XSHE,2011-08-10,46.535,1.0,0,0,1,1,0,0,-2,1,2,0,0,-2,1,0,0
369,300070.XSHE,2011-08-11,47.005,-1.0,0,0,2,2,0,0,-2,1,2,0,1,-2,1,0,0
370,300070.XSHE,2011-08-12,48.31,-1.0,0,0,2,2,0,1,-2,1,1,0,1,-2,1,0,0
371,300070.XSHE,2011-08-15,48.435,-1.0,0,0,1,2,0,1,-2,1,1,0,1,-2,1,0,0
372,300070.XSHE,2011-08-16,48.78,-1.0,0,0,1,2,0,1,-2,1,1,0,1,-2,1,0,0
373,300070.XSHE,2011-08-17,48.025,-1.0,0,0,1,1,0,0,-2,1,0,0,0,-2,1,-1,0
374,300070.XSHE,2011-08-18,47.09,1.0,-1,0,0,0,0,0,-2,1,0,-1,0,-2,1,-1,0
375,300070.XSHE,2011-08-19,46.52,-1.0,-1,0,0,1,-1,0,-2,1,0,-1,0,-2,1,-1,0
376,300070.XSHE,2011-08-22,47.605,1.0,-1,0,0,1,-1,0,-2,1,0,-1,0,-2,1,-1,0
377,300070.XSHE,2011-08-23,47.595,1.0,-1,0,0,1,-1,0,-2,1,0,0,0,-2,1,-1,0
378,300070.XSHE,2011-08-24,48.315,-1.0,-1,0,0,2,0,0,-2,1,0,0,1,-2,1,0,0
379,300070.XSHE,2011-08-25,50.12,-1.0,0,0,0,2,0,1,-2,1,0,0,1,-2,1,0,0
380,300070.XSHE,2011-08-26,48.67,-1.0,0,0,0,2,0,1,-2,1,-1,0,1,-2,1,-1,0
381,300070.XSHE,2011-08-29,48.4,-1.0,-1,0,-1,1,0,1,-2,1,-3,-1,0,-2,1,-1,0
382,300070.XSHE,2011-08-30,47.465,-1.0,-1,0,-3,-1,-1,0,-2,1,-4,-1,0,-2,1,-1,-1
383,300070.XSHE,2011-08-31,46.325,-1.0,-1,-1,-4,-1,-1,0,-2,1,-4,-2,0,-2,1,-1,-1
384,300070.XSHE,2011-09-01,45.605,-1.0,-1,-1,-4,-2,-1,0,-2,1,-3,-1,0,-2,1,-1,-1
385,300070.XSHE,2011-09-02,45.455,-1.0,-1,-1,-3,-1,-1,0,-2,1,-2,-1,0,-2,1,-1,-1
386,300070.XSHE,2011-09-05,45.17,-1.0,-1,-1,-2,-2,-1,0,-2,1,-2,-1,0,-2,1,-1,-1
387,300070.XSHE,2011-09-06,44.545,1.0,-1,-1,-2,-2,-1,0,-2,1,-2,-1,0,-2,1,-1,-1
388,300070.XSHE,2011-09-07,44.985,-1.0,-1,-1,-2,-1,-1,0,-2,1,-2,0,1,-2,1,0,-1
389,300070.XSHE,2011-09-08,45.83,-1.0,0,-1,-2,-1,0,1,-2,1,-2,-1,0,-2,1,-1,-1
390,300070.XSHE,2011-09-09,44.285,-1.0,-1,-1,-2,-2,-1,0,-2,1,-2,-1,0,-2,1,-1,-1
391,300070.XSHE,2011-09-13,43.535,-1.0,-1,-1,-2,-2,-1,0,-2,1,-2,-1,0,-2,1,-1,-1
392,300070.XSHE,2011-09-14,43.915,-1.0,-1,-1,-2,-2,-1,0,-2,1,-1,-1,0,-2,1,0,-1
393,300070.XSHE,2011-09-15,44.05,-1.0,0,-1,-1,-2,-1,0,-2,1,-1,-1,0,-2,1,0,-1
394,300070.XSHE,2011-09-16,43.86,-1.0,0,-1,-1,-2,-1,0,-2,1,-2,-1,1,-2,1,0,-1
395,300070.XSHE,2011-09-19,43.75,-1.0,0,-1,-2,-2,-1,0,-2,1,-2,-1,1,-2,1,0,-1
396,300070.XSHE,2011-09-20,42.95,-1.0,-1,-1,-2,-3,-1,0,-2,1,-2,-1,1,-2,1,0,-1
397,300070.XSHE,2011-09-21,43.34,-1.0,0,-1,-2,-1,-1,1,-2,1,-2,-1,1,-2,1,0,-1
398,300070.XSHE,2011-09-22,43.15,-1.0,0,-1,-2,-2,-1,0,-2,1,-1,-1,0,-2,1,-1,-1
399,300070.XSHE,2011-09-23,42.375,-1.0,-1,-1,-1,-3,-1,0,-2,1,-3,-1,0,-2,1,-1,-1
400,300070.XSHE,2011-09-26,41.88,-1.0,-1,-1,-3,-3,-1,0,-2,1,-3,-1,0,-2,1,-1,-1
401,300070.XSHE,2011-09-27,41.635,-1.0,-1,-1,-3,-3,-1,0,-2,1,-2,-1,0,-2,1,-1,-1
402,300070.XSHE,2011-09-28,40.605,-1.0,-1,-1,-2,-4,-1,0,-2,1,-3,-2,0,-2,1,-1,-1
403,300070.XSHE,2011-09-29,38.55,-1.0,-1,-1,-3,-4,-1,0,-2,1,-3,-2,0,-2,1,-1,-2
404,300070.XSHE,2011-09-30,37.595,1.0,-1,-2,-3,-4,-2,0,-2,1,-3,-1,0,-2,1,-1,-2
405,300070.XSHE,2011-10-10,37.485,-1.0,-1,-2,-3,-4,-1,0,-2,1,-3,-1,0,-2,1,-1,-2
406,300070.XSHE,2011-10-11,38.39,1.0,-1,-2,-3,-4,-1,0,-2,1,-1,-1,0,-2,1,0,-1
407,300070.XSHE,2011-10-12,38.6,1.0,0,-1,-1,-3,-1,0,-2,1,0,0,1,-2,1,0,-1
408,300070.XSHE,2011-10-13,39.74,-1.0,0,-1,0,-1,0,1,-2,1,2,0,1,-2,1,0,-1
409,300070.XSHE,2011-10-14,40.45,-1.0,0,-1,2,-1,0,1,-2,1,2,0,1,-2,1,1,-1
410,300070.XSHE,2011-10-17,40.905,-1.0,0,-1,2,-1,0,1,-2,1,1,0,1,-2,1,0,-1
411,300070.XSHE,2011-10-18,40.1,-1.0,0,-1,1,-2,0,1,-2,1,0,0,1,-2,1,0,-1
412,300070.XSHE,2011-10-19,39.385,-1.0,0,-1,0,-2,0,1,-2,1,-1,-1,1,-2,1,0,-1
413,300070.XSHE,2011-10-20,39.05,-1.0,0,-1,-1,-2,-1,1,-2,1,-2,-1,0,-2,1,-1,-1
414,300070.XSHE,2011-10-21,38.55,1.0,-1,-1,-2,-3,-1,0,-2,1,-2,-1,0,-2,1,-1,-1
415,300070.XSHE,2011-10-24,38.28,1.0,-1,-1,-2,-2,-1,0,-2,1,1,-1,1,-2,1,0,-1
416,300070.XSHE,2011-10-25,39.53,1.0,0,-1,1,0,-1,1,-2,1,3,0,1,-2,1,0,0
417,300070.XSHE,2011-10-26,40.935,1.0,0,0,3,0,0,1,-2,1,3,0,1,-2,1,0,0
418,300070.XSHE,2011-10-27,41.94,1.0,0,0,3,1,0,1,-2,1,2,1,2,-2,1,1,0
419,300070.XSHE,2011-10-28,43.795,-1.0,1,0,2,2,1,1,-2,1,2,1,2,-2,1,1,0
420,300070.XSHE,2011-10-31,44.595,-1.0,1,0,2,2,1,2,-2,1,2,1,1,-2,1,0,0
421,300070.XSHE,2011-11-01,43.985,1.0,0,0,2,1,0,1,-2,1,2,0,1,-2,1,0,0
422,300070.XSHE,2011-11-02,43.725,-1.0,0,0,2,2,0,1,-2,1,1,0,1,-2,1,0,0
423,300070.XSHE,2011-11-03,44.97,-1.0,0,0,1,1,0,1,-2,1,1,0,1,-2,1,0,0
424,300070.XSHE,2011-11-04,44.675,-1.0,0,0,1,1,0,1,-2,1,1,0,1,-2,1,0,0
425,300070.XSHE,2011-11-07,45.295,-1.0,0,0,1,2,0,1,-2,1,0,0,1,-2,1,-1,0
426,300070.XSHE,2011-11-08,45.265,-1.0,-1,0,0,1,0,1,-2,1,0,0,1,-2,1,-1,0
427,300070.XSHE,2011-11-09,45.25,1.0,-1,0,0,1,0,1,-2,1,1,0,1,-2,1,-1,0
428,300070.XSHE,2011-11-10,45.895,1.0,-1,0,1,2,0,1,-2,1,2,0,1,-2,1,0,0
429,300070.XSHE,2011-11-11,47.005,1.0,0,0,2,2,0,1,-2,1,3,0,1,-2,1,0,0
430,300070.XSHE,2011-11-14,48.26,-1.0,0,0,3,3,0,1,-2,1,2,0,1,-2,1,0,1
431,300070.XSHE,2011-11-15,49.075,-1.0,0,0,2,3,0,1,-2,1,0,0,1,-2,1,0,0
432,300070.XSHE,2011-11-16,48.235,-1.0,0,0,0,1,0,1,-2,1,-1,0,1,-2,1,-1,0
433,300070.XSHE,2011-11-17,47.235,-1.0,-1,0,-1,1,0,1,-2,1,-2,-1,1,-2,1,-1,0
434,300070.XSHE,2011-11-18,46.79,-1.0,-1,0,-2,0,-1,1,-2,1,-2,-1,0,-2,1,-1,0
435,300070.XSHE,2011-11-21,45.74,1.0,-1,0,-2,0,-1,0,-2,1,-2,-1,0,-2,1,-1,0
436,300070.XSHE,2011-11-22,45.905,1.0,-1,0,-2,1,-1,0,-2,1,0,-1,1,-2,1,-1,0
437,300070.XSHE,2011-11-23,47.295,-1.0,-1,0,0,1,-1,1,-2,1,2,0,1,-2,1,-1,0
438,300070.XSHE,2011-11-24,48.205,-1.0,-1,0,2,2,0,1,-2,1,2,0,1,-2,1,0,0
439,300070.XSHE,2011-11-25,48.54,-1.0,0,0,2,1,0,1,-2,1,1,0,1,-2,1,0,0
440,300070.XSHE,2011-11-28,47.885,-1.0,0,0,1,1,0,1,-2,1,-1,0,1,-2,1,-1,0
441,300070.XSHE,2011-11-29,47.57,-1.0,-1,0,-1,0,0,1,-2,1,-1,-1,1,-2,1,-1,0
442,300070.XSHE,2011-11-30,46.74,-1.0,-1,0,-1,0,-1,1,-2,1,-1,-1,1,-2,1,-1,0
443,300070.XSHE,2011-12-01,47.04,-1.0,-1,0,-1,0,-1,1,-2,1,-2,-1,1,-2,1,-1,-1
444,300070.XSHE,2011-12-02,46.045,-1.0,-1,-1,-2,-1,-1,0,-2,1,-3,-1,0,-2,1,-1,-1
445,300070.XSHE,2011-12-05,44.68,1.0,-1,-1,-3,-2,-1,0,-2,1,-3,-1,0,-2,1,-1,-1
446,300070.XSHE,2011-12-06,44.155,-1.0,-1,-1,-3,-1,-1,0,-2,1,-2,-1,1,-2,1,-1,-1
447,300070.XSHE,2011-12-07,45.195,-1.0,-1,-1,-2,-1,-1,1,-2,1,-1,-1,1,-2,1,-1,-1
448,300070.XSHE,2011-12-08,44.975,-1.0,-1,-1,-1,-1,-1,1,-2,1,-1,-1,1,-2,1,-1,-1
449,300070.XSHE,2011-12-09,44.465,-1.0,-1,-1,-1,-1,-1,1,-2,1,-3,-1,1,-2,1,-1,-1
450,300070.XSHE,2011-12-12,43.645,-1.0,-1,-1,-3,-2,-1,1,-2,1,-3,-1,1,-2,1,-1,-1
451,300070.XSHE,2011-12-13,42.2,-1.0,-1,-1,-3,-3,-1,1,-2,1,-3,-1,1,-2,1,-1,-1
452,300070.XSHE,2011-12-14,41.85,1.0,-1,-1,-3,-3,-1,0,-2,1,-3,-1,1,-2,1,-1,-1
453,300070.XSHE,2011-12-15,41.61,1.0,-1,-1,-3,-3,-1,1,-2,1,-1,-1,1,-2,1,0,-1
454,300070.XSHE,2011-12-16,42.745,-1.0,0,-1,-1,-1,-1,1,-2,1,2,0,1,-2,1,0,-1
455,300070.XSHE,2011-12-19,44.6,-1.0,0,-1,2,0,0,1,-2,1,2,0,1,-2,1,0,-1
456,300070.XSHE,2011-12-20,44.62,-1.0,0,-1,2,0,0,1,-2,1,0,0,1,-2,1,0,-1
457,300070.XSHE,2011-12-21,43.645,-1.0,0,-1,0,-2,0,1,-2,1,-2,0,1,-2,1,0,-1
458,300070.XSHE,2011-12-22,42.11,-1.0,0,-1,-2,-2,0,1,-2,1,-3,-1,1,-2,1,-1,-1
459,300070.XSHE,2011-12-23,42.245,-1.0,-1,-1,-3,-2,-1,1,-2,1,-2,-1,1,-2,1,-1,-1
460,300070.XSHE,2011-12-26,41.82,-1.0,-1,-1,-2,-2,-1,1,-2,1,-3,-1,0,-2,1,-1,-1
461,300070.XSHE,2011-12-27,40.975,-1.0,-1,-1,-3,-3,-1,0,-2,1,-4,-1,1,-2,1,-1,-1
462,300070.XSHE,2011-12-28,40.4,1.0,-1,-1,-4,-3,-1,1,-2,1,-4,-1,1,-2,1,-1,-1
463,300070.XSHE,2011-12-29,40.06,-1.0,-1,-1,-4,-3,-1,1,-2,1,-2,-1,1,-2,1,-1,-1
464,300070.XSHE,2011-12-30,40.815,-1.0,-1,-1,-2,-2,-1,1,-2,1,-2,-1,1,-2,1,0,-1
465,300070.XSHE,2012-01-04,40.455,-1.0,0,-1,-2,-3,-1,1,-2,1,-2,-1,1,-2,1,-1,-1
466,300070.XSHE,2012-01-05,38.155,1.0,-1,-1,-2,-4,-1,1,-2,1,-2,-1,0,-2,1,-1,-1
467,300070.XSHE,2012-01-06,36.66,1.0,-1,-1,-2,-4,-1,0,-2,1,-1,-1,1,-2,1,-1,-1
468,300070.XSHE,2012-01-09,37.355,-1.0,-1,-1,-1,-3,-1,1,-2,1,0,-1,1,-2,1,0,-1
469,300070.XSHE,2012-01-10,38.33,-1.0,0,-1,0,-2,-1,1,-2,1,0,-1,1,-2,1,0,-1
470,300070.XSHE,2012-01-11,38.475,-1.0,0,-1,0,-2,-1,1,-2,1,-1,-1,1,-2,1,0,-1
471,300070.XSHE,2012-01-12,37.935,-1.0,0,-1,-1,-3,-1,1,-2,1,-3,-1,1,-2,1,-1,-1
472,300070.XSHE,2012-01-13,35.38,-1.0,-1,-1,-3,-4,-1,1,-2,1,-4,-1,0,-2,1,-1,-2
473,300070.XSHE,2012-01-16,32.99,-1.0,-1,-2,-4,-4,-1,0,-2,1,-3,-2,0,-2,1,-1,-2
474,300070.XSHE,2012-01-17,32.635,-1.0,-1,-2,-3,-4,-2,0,-2,1,-2,-2,0,-2,1,-1,-2
475,300070.XSHE,2012-01-18,32.355,1.0,-1,-2,-2,-4,-2,0,-2,1,-2,-2,0,-2,1,-1,-2
476,300070.XSHE,2012-01-19,31.525,1.0,-1,-2,-2,-4,-2,0,-2,1,-2,-1,0,-2,1,0,-2
477,300070.XSHE,2012-01-20,32.715,-1.0,0,-2,-2,-3,-1,0,-2,1,-1,0,1,-2,1,0,-1
478,300070.XSHE,2012-01-30,33.55,1.0,0,-1,-1,-2,0,1,-2,1,0,0,1,-2,1,0,-1
479,300070.XSHE,2012-01-31,33.885,1.0,0,-1,0,-2,0,1,-2,1,1,0,1,-2,1,1,-1
480,300070.XSHE,2012-02-01,34.64,1.0,1,-1,1,-1,0,1,-2,1,3,0,1,-2,1,1,-1
481,300070.XSHE,2012-02-02,35.35,1.0,1,-1,3,-1,0,1,-2,1,4,0,1,-2,1,1,0
482,300070.XSHE,2012-02-03,35.985,-1.0,1,0,4,0,0,1,-2,1,3,0,1,-2,1,1,0
483,300070.XSHE,2012-02-06,36.96,-1.0,1,0,3,0,0,1,-2,1,1,0,1,-2,1,1,0
484,300070.XSHE,2012-02-07,36.75,1.0,0,0,1,-1,0,1,-2,1,1,0,1,-2,1,0,0
485,300070.XSHE,2012-02-08,36.555,-1.0,0,0,1,0,0,1,-2,1,1,0,1,-2,1,0,0
486,300070.XSHE,2012-02-09,37.65,1.0,0,0,1,0,0,1,-2,1,2,0,1,-2,1,0,0
487,300070.XSHE,2012-02-10,37.7,1.0,0,0,2,0,0,1,-2,1,2,0,1,-2,1,0,0
488,300070.XSHE,2012-02-13,38.315,-1.0,0,0,2,1,0,1,-2,1,1,0,1,-2,1,0,0
489,300070.XSHE,2012-02-14,39.07,-1.0,0,0,1,1,0,1,-2,1,1,0,1,-2,1,0,0
490,300070.XSHE,2012-02-15,39.37,-1.0,0,0,1,1,0,1,-2,1,2,0,1,-2,1,0,0
491,300070.XSHE,2012-02-16,39.845,-1.0,0,0,2,2,0,1,-2,1,2,0,1,-2,1,0,0
